Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
2007.0,1,79.7,82.0,0.0,11.75,267.05,87.0,0.0,57.9,0.0,96.0,6.8,99.0,0.1,1618.49,479993.0,0.9,0.9,0.88,13.5
2006.0,1,79.4,85.0,0.0,11.98,15345.49,95.0,0.7982795316612581,57.5,0.0,99.0,7.75,99.0,0.1,89739.71,472637.0,0.9,0.9,0.88,13.5
2005.0,1,78.8,9.0,0.0,11.84,1346.25,95.0,0.0,57.0,0.0,99.0,7.95,99.0,0.1,8289.7,465158.0,1.0,0.9,0.87,13.5
2004.0,1,78.7,92.0,0.0,12.42,12372.05,94.0,0.0,56.4,0.0,99.0,8.2,99.0,0.1,75716.35,45895.0,1.0,0.9,0.87,13.5
2003.0,1,78.6,92.0,0.0,12.61,10111.39,95.0,1.0,55.8,0.0,99.0,7.67,98.89990765568905,0.1,65445.89,45163.0,1.0,0.9,0.86,13.6
2002.0,1,78.3,95.0,0.0,12.91,910.51,95.0,0.0,55.2,0.0,99.0,8.27,99.0,0.1,5293.64,446175.0,1.0,0.9,0.86,13.5
2001.0,1,78.0,96.0,0.0,12.89,7877.34,86.0,0.0,54.6,0.0,99.0,7.4,99.0,0.1,48179.43,441525.0,1.0,1.0,0.85,13.4
2000.0,1,77.8,98.0,0.0,13.14,8246.13,90.44553414023497,0.0,54.0,0.0,99.0,7.48,99.0,0.1,48736.0,4363.0,1.0,1.0,0.85,13.5
2015.0,0,65.5,22.0,28.0,0.82,0.0,69.0,3.0,2.5,38.0,71.0,4.71,69.0,0.3,41.86,2423488.0,7.1,7.1,0.51,10.3
2014.0,0,65.1,225.0,29.0,0.7266576794956436,5.34,73.0,3.0,2.0,39.0,73.0,3.4,73.0,0.3,452.46,2358981.0,7.2,7.1,0.51,10.3
2013.0,0,64.7,23.0,29.0,0.87,79.51,74.0,6.0,19.5,40.0,73.0,4.15,74.0,0.4,461.72,22961146.0,7.3,7.2,0.51,10.3
2012.0,0,64.3,235.0,30.0,0.87,59.98,7.0,2.0,19.0,42.0,71.0,3.46,7.0,0.4,443.96,22346573.0,7.4,7.3,0.51,10.2
2011.0,0,63.8,241.0,31.0,0.97,78.8,73.0,0.0,18.5,43.0,73.0,4.24,73.0,0.4,454.96,21743949.0,7.5,7.4,0.5,10.2
2010.0,0,63.3,248.0,32.0,1.03,76.6,7.0,1.0,18.0,45.0,7.0,4.86,7.0,0.5,412.74,2115164.0,7.6,7.5,0.5,10.2
2009.0,0,62.8,254.0,33.0,0.91,71.17,77.0,0.0,17.6,47.0,76.0,4.7,77.0,0.5,415.69,2569121.0,7.7,7.6,0.5,9.7
2008.0,0,62.3,259.0,34.0,0.68,6.45,77.0,3.0,17.1,49.0,77.0,4.5,77.0,0.5,47.73,19996469.0,7.8,7.7,0.49,9.4
2007.0,0,61.9,261.0,35.0,0.71,55.43,84.0,0.0,16.7,51.0,83.0,4.98,84.0,0.6,377.85,19433523.0,7.9,7.8,0.48,9.1
2006.0,0,61.4,263.0,36.0,0.68,38.42,82.0,2.0,16.3,54.0,83.0,5.11,85.0,0.6,292.16,1888268.0,8.0,7.9,0.48,9.0
2005.0,0,69.0,265.0,37.0,0.72,33.75,81.0,0.0,15.8,56.0,8.0,5.3,85.0,0.6,274.82,18336724.0,8.1,8.0,0.47,8.9
2004.0,0,64.0,267.0,38.0,0.81,23.73,71.0,35558.0,15.4,58.0,74.0,4.89,78.0,0.6,245.12,1782997.0,8.2,8.1,0.47,8.7
2003.0,0,59.9,268.0,40.0,0.93,37.13,61.0,62233.0,15.0,60.0,65.0,4.81,66.0,0.7,316.8,17279141.0,8.3,8.3,0.46,8.5
2002.0,0,59.3,271.0,41.0,0.9,47.53,51.0,10795.0,14.7,63.0,61.0,5.29,62.0,0.7,262.29,16765117.0,8.5,8.4,0.46,8.3
2001.0,0,58.7,276.0,42.0,1.05,42.56,63.36,9357.0,14.3,65.0,6.0,5.17,6.0,0.7,278.56,1626932.0,8.6,8.5,0.46,8.2
2000.0,0,57.9,283.0,44.0,1.16,35.66,63.36,35256.0,13.9,68.0,58.0,5.8,57.0,0.6,245.94,1576686.0,8.7,8.6,0.349696922355882,8.0
2015.0,0,58.3,365.0,26.0,0.92,0.0,88.0,0.0,19.6,38.0,88.0,6.66,88.0,4.8,362.66,1757367.0,6.4,6.2,0.47,10.8
2014.0,0,57.6,377.0,27.0,0.01,59.49,91.0,3.0,19.2,40.0,87.0,11.38,91.0,5.1,354.73,1768838.0,6.5,6.3,0.47,10.7
2013.0,0,56.7,394.0,29.0,0.01,55.83,89.0,1.0,18.8,42.0,89.0,1.96,89.0,6.3,332.92,16577147.0,6.5,6.4,0.46,10.7
2012.0,0,55.3,42.0,31.0,0.01,82.77,96.0,11.0,18.4,46.0,95.0,12.6,96.0,8.3,374.52,169735.0,6.6,6.5,0.45,10.7
2011.0,0,54.1,441.0,32.0,1.23,13.78,97.0,26.0,18.0,50.0,97.0,11.67,97.0,11.2,512.13,15627618.0,6.7,6.6,0.44,10.6
2010.0,0,52.9,462.0,35.0,1.08,9.73,93.0,9966.564231588833,17.6,54.0,86.0,1.5,93.0,13.7,458.87,1516795.0,6.8,6.7,0.43,10.2
2009.0,0,51.5,491.0,36.0,1.16,7.92,93.0,21.0,17.3,56.0,93.0,1.18,93.0,14.9,42.74,1471462.0,6.9,6.8,0.42,9.9
2008.0,0,50.0,525.0,36.0,1.27,74.34,91.0,20.0,16.9,58.0,92.0,1.7,91.0,16.9,372.84,14271234.0,7.0,6.9,0.4,9.6
2007.0,0,48.5,559.0,37.0,1.18,4.27,87.0,143.0,16.6,59.0,88.0,9.31,87.0,19.3,32.22,1384969.0,7.1,7.0,0.39,9.7
2006.0,0,47.1,587.0,38.0,1.18,6.85,99.0,1.0,16.2,61.0,99.0,8.99,99.0,21.1,297.7,13429262.0,7.3,7.1,0.38,9.6
2005.0,0,46.0,66.0,39.0,1.04,5.67,93.0,184.0,15.9,62.0,94.0,8.2,93.0,22.4,28.37,1339711.0,7.4,7.2,0.37,9.7
2004.0,0,45.1,615.0,40.0,1.11,58.14,89.0,1116.0,15.5,65.0,94.0,7.82,89.0,23.4,274.23,1267638.0,7.5,7.4,0.37,10.0
2003.0,0,44.6,613.0,43.0,1.08,4.38,84.0,167.0,15.2,70.0,85.0,6.35,84.0,24.2,26.15,12336687.0,7.6,7.5,0.36,10.3
2002.0,0,44.0,67.0,46.0,1.1,3.89,86.53679575251923,92.0,14.8,75.0,79.0,4.82,64.0,24.7,29.98,1213711.0,7.7,7.6,0.39,10.4
2001.0,0,43.5,599.0,48.0,1.15,12.8,89.57,150.0,14.4,80.0,86.0,5.7,71.25659117997614,25.1,146.76,11695863.0,7.9,7.7,0.39,10.1
2000.0,0,43.1,588.0,51.0,1.18,13.76,89.57,304.0,14.1,84.0,73.0,6.7,75.0,25.5,153.26,11376172.0,8.0,7.9,0.39,10.7
2015.0,0,75.0,123.0,4.0,0.49,0.0,99.0,1318.0,4.6,4.0,99.0,3.75,99.0,0.1,9643.64,3723155.0,7.5,7.3,0.79,13.1
2014.0,0,74.8,126.0,4.0,0.52,721.37,96.0,221.0,39.5,4.0,97.0,4.17,97.0,0.1,11183.96,322817.0,7.6,7.4,0.78,13.0
2013.0,0,74.6,128.0,3.0,0.53,110.68,96.0,195.0,38.5,4.0,97.0,4.2,97.0,0.1,1882.28,2976724.0,7.8,7.6,0.78,12.9
2012.0,0,74.5,129.0,3.0,0.53,101.61,97.0,1868.0,37.4,4.0,97.0,4.1,97.0,0.1,1779.5,2917456.0,7.9,7.7,0.78,12.9
2011.0,0,74.3,13.0,3.0,0.51,9.23,96.0,1569.0,36.3,4.0,96.0,3.89,96.0,0.1,145.13,28635128.0,8.0,7.8,0.77,13.0
2010.0,0,74.1,131.0,3.0,0.49,65.57,96.0,73.0,35.3,4.0,96.0,3.99,96.0,0.1,971.36,28112289.0,8.2,8.0,0.76,12.8
2009.0,0,74.0,131.0,3.0,0.47,431.55,96.0,153.0,34.4,4.0,97.0,3.97,97.0,0.1,7326.74,2765383.0,8.3,8.2,0.76,12.6
2008.0,0,73.8,132.0,3.0,0.47,438.45,97.0,334.0,33.4,4.0,97.0,3.47,97.0,0.1,8513.63,2711169.0,8.5,8.3,0.75,12.5
2007.0,0,73.7,133.0,3.0,0.43,409.98,96.0,394.0,32.5,4.0,97.0,3.61,97.0,0.1,7269.17,26625845.0,8.7,8.5,0.74,12.3
2006.0,0,73.6,134.0,3.0,0.42,365.91,95.0,564.0,31.6,4.0,95.0,3.65,95.0,0.1,6222.98,26143566.0,8.8,8.6,0.73,12.7
2005.0,0,73.4,135.0,3.0,0.46,297.59,96.0,1407.0,3.7,4.0,96.0,3.29,96.0,0.1,5593.82,25659393.0,9.0,8.8,0.73,12.9
2004.0,0,73.2,137.0,3.0,0.49,315.66,94.0,5729.0,29.8,4.0,95.0,3.74,95.0,0.1,4955.48,2517419.0,9.2,8.9,0.73,12.7
2003.0,0,73.1,138.0,3.0,0.48,264.25,95.0,632.0,28.8,4.0,96.0,3.95,96.0,0.1,4463.68,2468873.0,9.3,9.1,0.72,12.1
2002.0,0,72.9,14.0,4.0,0.49,216.7,95.0,408.0,27.9,4.0,94.0,3.4,94.0,0.1,4167.36,24198811.0,9.5,9.3,0.72,12.0
2001.0,0,72.7,144.0,4.0,0.53,210.24,95.0,2198.0,27.0,5.0,95.0,3.4,96.0,0.1,3915.12,2369897.0,9.7,9.4,0.72,11.9
2000.0,0,72.4,149.0,4.0,0.54,23.37,97.0,6187.0,26.0,5.0,98.0,3.4,98.0,0.1,445.17,2318568.0,9.8,9.6,0.72,11.6
2015.0,0,78.5,61.0,0.0,1.41,0.0,99.0,0.0,27.4,0.0,99.0,8.24,99.0,0.1,8395.79,7610.877518821289,13.6,13.6,0.7,12.7
2014.0,0,78.2,62.0,0.0,0.01,2051.75,99.0,0.0,26.2,0.0,99.0,13.73,99.0,0.1,7716.24,41.0,13.6,13.7,0.69,12.7
2013.0,0,77.9,64.0,0.0,0.01,1626.59,99.0,0.0,25.1,0.0,99.0,11.16,99.0,0.1,7112.34,393.0,13.7,13.8,0.68,12.4
2012.0,0,77.6,65.0,0.0,0.01,1259.94,99.0,0.0,24.1,0.0,99.0,9.16,99.0,0.1,6541.75,385.0,13.8,13.9,0.68,12.1
2011.0,0,77.3,67.0,0.0,1.92,1079.89,96.0,0.0,23.1,0.0,96.0,8.11,96.0,0.1,6497.55,377.0,13.9,14.0,0.66,11.8
2010.0,0,76.7,73.0,0.0,1.83,91.14,97.0,0.0,22.1,0.0,97.0,7.93,96.0,0.1,633.79,367.0,14.0,14.1,0.65,11.6
2009.0,0,76.3,75.0,0.0,1.59,100.5,98.0,6.0,21.2,0.0,98.0,9.22,98.0,0.1,597.17,36.0,14.1,14.2,0.65,11.8
2008.0,0,75.9,81.0,0.0,1.76,1077.71,98.0,0.0,19.695758690088724,0.0,98.0,9.3,98.0,0.1,5828.62,362.0,14.2,14.3,0.64,11.8
2007.0,0,75.4,82.0,0.0,1.78,6.49,98.0,20.0,19.5,0.0,98.0,6.64,98.0,0.1,52.86,349.0,14.3,14.4,0.63,11.9
2006.0,0,75.0,88.0,0.0,1.62,659.85,98.0,47.0,18.7,0.0,98.0,7.37,98.0,0.1,4428.52,333.0,14.3,14.5,0.62,12.0
2005.0,0,74.3,93.0,0.0,1.47,620.95,98.0,227.01197604790377,18.0,0.0,98.0,9.52,98.0,0.1,3488.49,321.0,14.4,14.5,0.62,12.1
2004.0,0,73.4,95.42845429472999,0.0,1.6,611.91,97.0,37.0,17.3,0.0,96.0,5.89,96.0,0.1,3853.33,312.0,14.5,14.6,0.62,12.2
2003.0,0,72.7,112.0,0.0,1.75,491.5,98.0,75.0,16.7,0.0,98.0,5.9,98.0,0.1,3432.25,34.0,14.6,14.7,0.6,11.8
2002.0,0,71.8,124.0,0.0,1.95,4.3,98.0,926.0,16.2,0.0,98.0,5.78,98.0,0.1,32.37,297.0,14.6,14.7,0.6,12.0
2011.060948642135,0,78.0,129.0,0.0,1.98,41.31,98.0,0.0,15.6,0.0,97.0,5.84,98.0,0.1,298.68,292.0,13.896728948741522,13.996444455487367,0.6654898501751685,11.8
2000.0,0,69.6,139.0,0.0,1.83,300.16,96.0,20.0,15.2,0.0,98.0,8.0,98.0,0.1,2183.0,286.0,14.8,14.8,0.58,11.3
2015.0,0,58.2,266.0,52.0,0.44,0.0,64.0,215.0,23.8,84.0,66.0,6.52,64.0,1.5,729.73,1746795.0,7.7,7.5,0.44,8.4
2014.0,0,57.8,272.0,52.0,0.01,46.56,73.0,290.0,23.2,85.0,74.0,6.86,73.0,1.6,825.57,16962846.0,7.9,7.7,0.43,8.2
2013.0,0,57.3,275.0,53.0,0.01,36.86,69.0,221.0,22.5,86.0,7.0,6.58,69.0,1.6,777.66,16477818.0,8.1,7.9,0.42,8.0
2012.0,0,57.2,27.0,53.0,0.01,96.55,66.0,341.0,21.9,88.0,72.0,6.47,66.0,1.5,777.35,16667.0,8.3,8.1,0.41,7.7
2011.0,0,56.8,271.0,54.0,0.61,101.81,66.0,24.0,21.3,90.0,72.0,6.59,66.0,1.5,835.89,1554989.0,8.5,8.3,0.4,7.5
2010.0,0,56.5,273.0,54.0,0.6,9.59,72.0,1719.0,2.7,91.0,77.0,6.35,73.0,1.5,78.38,157585.0,8.8,8.5,0.4,7.3
2009.0,0,56.0,276.0,55.0,0.59,84.63,71.0,2939.0,2.2,93.0,77.0,6.85,73.0,1.6,697.15,1466597.0,9.0,8.8,0.38,7.1
2008.0,0,55.5,278.0,55.0,0.57,102.14,74.0,98.0,19.6,94.0,74.0,6.74,74.0,1.6,689.68,14138216.0,9.2,9.0,0.36,5.8
2007.0,0,55.0,282.0,56.0,0.55,81.84,74.0,2.0,19.0,96.0,76.0,6.97,74.0,1.7,595.64,1367566.0,9.4,9.3,0.36,6.4
2006.0,0,54.3,288.0,57.0,0.53,67.71,67.2177771632086,128.0,18.5,98.0,79.0,6.56,78.0,1.8,521.64,1322764.0,9.7,9.5,0.35,6.1
2005.0,0,53.6,29.0,57.0,0.55,60.21,83.0,33.0,18.0,101.0,78.0,6.34,77.0,1.9,487.94,12798763.0,9.9,9.7,0.34,5.8
2004.0,0,52.8,296.0,58.0,0.49,57.12,73.0,172.0,17.5,103.0,7.0,6.28,69.0,2.0,439.36,1239196.0,1.1,1.0,0.33,5.5
2003.0,0,52.0,299.0,59.0,0.54,6.66,79.0,232.0,17.0,106.0,67.0,6.25,63.0,2.2,391.79,125128.0,1.3,1.2,0.32,5.2
2002.0,0,51.2,31.0,60.0,0.53,3.68,67.15,717.0,16.5,108.0,65.0,6.32,61.0,2.3,334.22,11638929.0,1.5,1.5,0.31,4.9
2007.6094083047783,0,55.0,34.0,55.87196125516012,0.51,4.4,67.15,4464.0,16.1,96.29157110865279,56.0,6.39,49.0,1.8174284326686996,36.85,11293258.0,1.8,1.7,0.3661008283193481,6.461247065806873
2000.0,0,49.8,37.0,60.0,0.47,23.95,67.15,1578.0,15.6,111.0,53.0,6.29,43.0,2.5,269.35,196769.0,11.0,1.9,0.29,4.4
2015.0,1,81.7,54.0,0.0,7.13,0.0,95.0,2.0,69.6,0.0,97.0,8.6,97.0,0.1,23819.46,431874.0,0.8,0.8,0.85,14.6
2014.0,1,81.4,55.0,0.0,8.49,409.6,79.68925153233002,0.0,69.2,0.0,99.0,9.75,99.0,0.1,2618.93,427364.0,0.8,0.8,0.85,14.3
2013.0,1,81.1,57.0,0.0,8.58,374.29,94.0,0.0,68.8,0.0,99.0,9.89,99.0,0.1,2393.19,423374.0,0.8,0.7,0.83,14.2
2012.0,1,81.0,58.0,0.0,7.67,343.12,93.0,0.0,68.4,0.0,99.0,9.95,99.0,0.1,2193.88,419455.0,0.8,0.7,0.82,14.1
2011.0,1,87.0,59.0,0.0,6.91,3601.29,82.0,3.0,68.0,0.0,96.0,9.6,96.0,0.1,22821.85,416268.0,0.8,0.7,0.83,14.8
2010.0,1,83.0,62.0,0.0,7.91,278.07,75.0,0.0,67.6,0.0,76.0,8.3,76.0,0.1,2187.79,41458.0,0.8,0.7,0.82,14.6
2009.0,1,82.0,63.0,0.0,7.38,335.52,86.0,1.0,67.1,0.0,73.0,8.33,73.0,0.1,2675.58,412477.0,0.8,0.7,0.82,14.4
2008.0,1,80.0,64.0,0.0,7.14,2655.57,86.0,1.0,66.6,0.0,72.0,8.15,72.0,0.1,21928.77,49379.0,0.7,0.7,0.81,14.6
2007.0,1,79.6,65.0,0.0,7.45,2578.89,82.0,2.0,66.1,0.0,76.0,8.36,74.0,0.1,19375.57,46724.0,0.7,0.7,0.81,14.4
2006.0,1,79.3,66.0,0.0,8.84,2380.7,86.0,1.0,65.6,0.0,83.0,8.93,85.0,0.1,16671.57,4538.0,0.7,0.7,0.81,14.8
2005.0,1,79.0,67.0,0.0,6.41,2247.04,85.0,6.0,65.0,0.0,94.0,8.83,92.0,0.1,15835.35,43834.0,0.7,0.7,0.8,14.8
2004.0,1,78.7,69.0,0.0,6.53,203.32,85.0,4.0,64.5,0.0,89.0,8.46,89.0,0.1,1519.55,41268.0,0.7,0.7,0.8,14.2
2003.0,1,78.5,71.0,0.0,6.7,1678.39,89.0,4.0,63.9,0.0,94.0,8.6,94.0,0.1,13689.99,398582.0,0.7,0.7,0.79,13.8
2002.0,1,78.2,75.0,0.0,5.73,1552.74,80.54,7.0,63.4,0.0,95.0,7.86,95.0,0.1,11843.94,395969.0,0.7,0.7,0.79,13.8
2001.0,1,77.8,79.0,0.0,5.62,130.02,80.54,2.0,62.8,0.0,95.0,7.11,95.0,0.1,1121.79,39328.0,0.7,0.7,0.78,13.7
2000.0,1,77.5,60.81754481885413,0.0,5.59,134.35,80.54,2.0,62.3,0.0,94.0,6.83,94.0,0.1,1139.57,3987.0,0.8,0.7,0.78,13.8
2013.0,0,69.22,164.8,0.0,0.01,871.88,8.0,0.0,81.6,0.0,79.0,17.24,79.0,0.1,3617.75,12753375.12,0.1,0.1,0.63,0.0
2015.0,0,63.1,25.0,8.0,0.01,0.0,73.0,1.0,3.8,12.0,67.0,3.94,73.0,0.9,1158.26,4182341.0,7.8,7.5,0.51,8.5
2014.0,0,63.0,26.0,8.0,0.01,80.93,84.0,14.0,3.1,12.0,84.0,3.77,84.0,0.9,1326.67,46392.0,8.0,7.7,0.51,8.5
2013.0,0,62.7,28.0,8.0,0.01,8.88,8.0,62.0,29.4,12.0,8.0,3.63,8.0,1.1,145.58,394617.0,8.1,7.9,0.5,8.2
2012.0,0,62.5,29.0,8.0,0.01,62.48,8.0,35.0,28.8,12.0,8.0,3.36,8.0,1.2,1364.28,383239.0,8.3,8.1,0.49,7.8
2011.0,0,62.2,212.0,8.0,0.01,79.28,75.0,234.0,28.1,12.0,73.0,2.87,75.0,1.2,1393.26,3717672.0,8.5,8.3,0.49,7.7
2010.0,0,62.0,214.0,8.0,0.01,8.35,64.0,1292.0,27.4,12.0,52.0,3.28,64.0,1.2,123.38,369543.0,8.7,8.5,0.48,7.6
2009.0,0,61.7,215.0,8.0,0.01,11.15,64.0,322.0,26.8,12.0,63.0,3.79,64.0,1.2,146.84,356288.0,8.9,8.7,0.48,7.1
2008.0,0,61.4,217.0,8.0,0.02,61.76,74.0,4.0,26.1,12.0,73.0,3.23,74.0,1.3,1167.54,347541.0,9.2,8.9,0.48,7.2
2007.0,0,61.2,219.0,8.0,0.02,7.35,74.0,11.0,25.5,12.0,75.0,3.54,75.0,1.3,113.31,3312665.0,9.4,9.1,0.48,7.4
2006.0,0,69.0,221.0,8.0,0.01,55.8,68.0,22.0,24.8,12.0,68.0,3.21,68.0,1.3,944.13,322653.0,9.6,9.4,0.47,7.2
2005.0,0,66.0,223.0,8.0,0.01,55.12,42.0,127.0,24.2,12.0,71.0,4.21,71.0,1.3,697.75,31372.0,9.8,9.6,0.46,7.2
2004.0,0,64.0,224.0,8.0,0.01,5.0,57.64,5039.0,23.6,12.0,68.0,4.7,7.0,1.3,62.55,342823.0,1.0,9.8,0.45,6.7
2003.0,0,63.0,226.0,8.0,0.01,29.65,57.64,3611.0,22.9,12.0,75.0,4.53,76.0,1.3,528.59,2957117.0,1.3,1.1,0.45,6.6
2002.0,0,62.0,228.0,7.0,0.02,4.11,57.64,883.0,22.3,12.0,91.0,5.31,89.0,1.2,46.95,2873228.0,1.5,1.3,0.45,6.5
2001.0,0,61.0,229.0,7.0,0.01,28.78,57.64,1398.0,21.7,12.0,75.0,4.34,75.0,1.2,464.23,279729.0,1.7,1.5,0.44,6.5
2000.0,0,60.0,23.0,7.0,0.03,8.59,57.64,0.0,21.1,11.82361272515979,58.0,5.26,51.0,1.1,477.48,279359.0,1.9,1.7,0.44,6.4
2015.0,0,74.6,146.0,0.0,2.91,0.0,97.0,0.0,33.3,0.0,98.0,4.52,97.0,0.1,9252.12,126265.0,6.9,6.8,0.78,15.2
2014.0,0,74.2,148.0,0.0,0.01,115.28,97.0,0.0,32.8,0.0,98.0,4.81,97.0,0.1,1153.94,126934.0,7.0,6.9,0.77,14.7
2013.0,0,74.1,147.0,0.0,0.01,917.47,98.0,0.0,32.3,0.0,98.0,4.82,98.0,0.1,9637.26,1258653.0,7.0,7.0,0.76,14.7
2012.0,0,73.9,154.0,0.0,0.01,915.19,98.0,0.0,31.8,0.0,98.0,4.76,98.0,0.1,9291.23,1255882.0,7.1,7.0,0.76,14.3
2011.0,0,73.6,158.0,0.0,3.03,918.81,98.0,2.0,31.3,0.0,98.0,5.2,98.0,0.1,9197.27,125244.0,7.1,7.1,0.75,14.1
2010.0,0,73.3,163.0,0.0,2.95,0.11,99.0,12.0,3.7,0.0,99.0,5.29,99.0,0.10802025900756507,8.38,1254.0,7.2,7.2,0.74,14.0
2009.0,0,72.8,166.0,0.0,2.83,624.24,99.0,15.0,3.2,0.0,99.0,4.97,99.0,0.1,7318.13,1247429.0,7.3,7.3,0.73,13.8
2008.0,0,72.7,166.0,0.0,2.49,6.65,99.0,12.0,29.7,0.0,99.0,4.6,99.0,0.1,83.64,1244121.0,7.4,7.3,0.73,13.6
2007.0,0,72.9,161.0,0.0,3.24,582.51,97.0,13.0,29.1,0.0,96.0,4.24,97.0,0.1,6574.65,123963.0,7.5,7.4,0.72,13.5
2006.0,0,71.8,165.0,0.0,3.73,502.38,97.0,3.0,28.6,0.0,98.0,4.38,97.0,0.1,5695.97,1233996.0,7.6,7.5,0.71,13.4
2005.0,0,72.1,168.0,0.0,3.94,479.92,97.0,7.0,28.0,0.0,97.0,4.47,97.0,0.1,5116.45,1228254.0,7.7,7.6,0.7,13.0
2004.0,0,71.9,168.0,0.0,4.16,509.39,98.0,28.0,27.5,0.0,98.0,4.29,98.0,0.1,5229.88,12213.0,7.8,7.7,0.7,12.8
2003.0,0,71.5,174.0,0.0,4.08,407.78,97.0,113.97903577381749,26.9,0.0,99.0,4.15,99.0,0.1,4623.35,121337.0,7.9,7.8,0.69,12.6
2002.0,0,71.5,179.0,0.0,4.14,369.63,88.0,0.0,26.4,0.0,88.0,4.24,88.0,0.1,3957.51,124621.0,7.9,7.9,0.68,12.5
2001.0,0,71.5,177.0,0.0,4.38,70.16,92.0,0.0,25.8,0.0,93.0,3.87,92.0,0.1,3792.18,1196287.0,8.0,8.0,0.67,12.2
2000.0,0,71.0,177.0,0.0,4.6,336.32,88.0,0.0,25.3,0.0,88.0,3.78,88.0,0.1,3861.32,1186873.0,8.1,8.1,0.67,12.1
2015.0,0,76.7,122.0,30.0,5.11,0.0,82.0,0.0,63.5,35.0,87.0,6.07,87.0,0.1,9143.13,12589949.0,1.5,1.5,0.76,13.3
2014.0,0,76.6,122.0,31.0,5.26,168.17,84.0,3.0,62.8,36.0,87.0,6.3,87.0,0.1,1452.28,1242216.0,1.6,1.5,0.75,13.1
2013.0,0,76.6,12.0,32.0,5.23,150.41,82.0,0.0,62.1,37.0,83.0,6.3,83.0,0.1,1298.87,122535969.0,1.6,1.5,0.75,12.9
2012.0,0,76.3,123.0,33.0,5.29,112.7,99.0,0.0,61.5,38.0,99.0,6.21,99.0,0.1,982.53,1282837.0,1.6,1.5,0.75,12.7
2011.0,0,76.1,124.0,34.0,5.3,1117.2,98.0,3.0,6.8,39.0,97.0,6.4,97.0,0.1,9834.47,119917.0,1.6,1.6,0.74,12.6
2010.0,0,75.6,127.0,35.0,5.21,1033.04,93.0,0.0,6.1,40.0,95.0,6.39,95.0,0.1,8959.58,117318941.0,1.6,1.6,0.74,12.5
2009.0,0,75.7,13.0,36.0,5.27,881.74,95.0,0.0,59.4,42.0,95.0,6.6,95.0,0.1,7748.12,11555228.0,1.7,1.6,0.74,12.5
2008.0,0,75.6,127.0,37.0,5.36,159.88,97.0,0.0,58.7,43.0,96.0,6.6,96.0,0.1,9689.53,11366189.0,1.7,1.6,0.74,12.3
2007.0,0,76.0,123.0,38.0,5.35,105.75,98.0,0.0,57.9,45.0,98.0,5.92,98.0,0.1,933.34,111836346.0,1.7,1.7,0.73,12.3
2006.0,0,75.8,125.0,40.0,5.11,980.25,98.0,23.0,57.2,47.0,98.0,5.83,98.0,0.1,8767.92,1192378.0,1.8,1.7,0.72,12.2
2005.0,0,75.3,126.0,42.0,4.93,998.35,98.0,6.0,56.4,49.0,98.0,6.4,98.0,0.1,7986.8,18472228.0,1.8,1.7,0.72,12.2
2004.0,0,75.4,124.0,44.0,4.9,920.83,98.0,64.0,55.7,52.0,98.0,6.11,98.0,0.1,7199.6,16995583.0,1.8,1.8,0.71,12.1
2003.0,0,75.0,127.0,46.0,4.88,781.21,98.0,44.0,54.9,55.0,98.0,6.2,98.0,0.1,6752.0,1564453.0,1.9,1.8,0.71,11.9
2002.0,0,75.0,127.0,49.0,4.77,12.19,97.0,0.0,54.1,58.0,98.0,5.52,97.0,0.1,716.82,1435568.0,1.9,1.8,0.7,11.6
2001.0,0,75.0,126.0,52.0,4.86,13.31,97.0,3.0,53.2,62.0,97.0,5.35,97.0,0.1,731.38,136768.0,1.9,1.9,0.7,11.6
2000.0,0,74.8,129.0,55.0,4.99,10.23,97.0,30.0,52.4,66.0,97.0,4.98,97.0,0.1,672.92,11719673.0,2.0,1.9,0.69,11.4
2015.0,0,69.4,166.0,0.0,2.15,0.0,78.0,0.0,69.4,0.0,71.0,11.06,72.0,0.1,7483.16,12753375.12,0.2,0.2,0.64,11.7
2014.0,0,69.4,164.0,0.0,1.58,0.0,81.0,24.624015748031525,68.7,0.0,76.0,13.71,77.0,0.1,7483.16,12753375.12,0.2,0.2,0.64,11.7
2013.0,0,69.2,166.0,0.0,1.67,0.0,83.0,0.0,68.1,0.0,81.0,13.38,81.0,0.1,7483.16,12753375.12,0.2,0.2,0.64,11.7
2012.0,0,69.0,168.0,0.0,2.98,0.0,82.0,0.0,67.5,0.0,81.0,12.77,81.0,0.1,7483.16,12753375.12,0.2,0.2,0.64,11.7
2011.0,0,68.9,169.0,0.0,1.89,0.0,83.0,0.0,67.0,0.0,83.0,13.76,84.0,0.1,7483.16,12753375.12,0.2,0.2,0.64,11.7
2010.0,0,68.7,171.0,0.0,1.76,0.0,88.0,0.0,66.4,0.0,85.0,13.83,85.0,0.1,7483.16,12753375.12,0.2,0.2,0.63,11.5
2009.0,0,68.5,172.0,0.0,2.06,0.0,89.0,0.0,65.8,0.0,81.0,13.44,91.0,0.1,7483.16,12753375.12,0.2,0.2,0.63,11.4
2008.0,0,68.4,174.0,0.0,1.97,0.0,89.0,0.0,65.2,0.0,88.0,12.94,85.0,0.1,7483.16,12753375.12,0.2,0.2,0.63,11.2
